,date,user_id,monthly_income,monthly_expense_total,emergency_fund,investment_amount,debt_to_income_ratio,Rasio Dana Darurat,score_dana_darurat,score_utang,cash_flow,score_cashflow,financial_health_score,status_kesiapan
1718,2022-02-14,1858,3583.16,2122.85,431.69,614.93,0.11,0.2,1.33,25.88,1460.31,30,57.21,Perbaiki Dana Darurat dan pelunasan Utang
1719,2022-03-16,1622,4393.93,2663.01,1687.05,595.99,0.32,0.63,4.2,18.0,1730.92,30,52.2,Perbaiki Dana Darurat dan pelunasan Utang
1720,2022-04-15,1547,3915.09,4250.09,204.75,1263.27,0.17,0.05,0.33,23.62,-335.0,0,23.95,WARING!!! : Fokus Lunasi Utang & Nabung
1721,2022-05-15,1239,3866.1,1741.07,1071.48,257.17,0.31,0.62,4.13,18.38,2125.0299999999997,30,52.51,Perbaiki Dana Darurat dan pelunasan Utang
1722,2022-06-14,1247,3898.21,2392.11,1988.35,274.69,0.57,0.83,5.53,8.63,1506.1,30,44.16,Perbaiki Dana Darurat dan pelunasan Utang
1723,2022-07-14,1140,2307.32,3430.4,52.14,376.81,0.39,0.02,0.13,15.38,-1123.08,0,15.51,WARING!!! : Fokus Lunasi Utang & Nabung
1724,2022-08-13,1976,3740.2,3819.23,99.32,193.93,0.55,0.03,0.2,9.38,-79.0300000000002,0,9.58,WARING!!! : Fokus Lunasi Utang & Nabung
1725,2022-09-12,1144,4462.25,2370.17,1304.48,418.5,0.55,0.55,3.67,9.38,2092.08,30,43.05,Perbaiki Dana Darurat dan pelunasan Utang
1726,2022-10-12,1169,3837.53,3323.27,490.95,882.07,0.54,0.15,1.0,9.75,514.2600000000002,30,40.75,Perbaiki Dana Darurat dan pelunasan Utang
1727,2022-11-11,1634,3618.52,2967.77,1138.39,566.83,0.52,0.38,2.53,10.5,650.75,30,43.03,Perbaiki Dana Darurat dan pelunasan Utang
1728,2022-12-11,1955,3965.61,3553.64,1315.35,348.41,0.48,0.37,2.47,12.0,411.97000000000025,30,44.47,Perbaiki Dana Darurat dan pelunasan Utang
1729,2023-01-10,1125,2571.2,1668.93,1756.77,531.78,0.15,1.05,7.0,24.38,902.2699999999998,30,61.38,Siap Investasi
1730,2023-02-09,1267,5355.14,3941.51,953.52,186.87,0.53,0.24,1.6,10.12,1413.63,30,41.72,Perbaiki Dana Darurat dan pelunasan Utang
1731,2023-03-11,1355,3672.37,2695.32,720.51,765.09,0.49,0.27,1.8,11.63,977.0499999999997,30,43.43,Perbaiki Dana Darurat dan pelunasan Utang
1732,2023-04-10,1993,4202.08,2339.61,1681.7,284.31,0.56,0.72,4.8,9.0,1862.4699999999998,30,43.8,Perbaiki Dana Darurat dan pelunasan Utang
1733,2023-05-10,1789,2656.36,3548.7,925.43,877.3,0.56,0.26,1.73,9.0,-892.3399999999997,0,10.73,WARING!!! : Fokus Lunasi Utang & Nabung
1734,2023-06-09,1415,3142.27,3718.34,1129.55,270.62,0.52,0.3,2.0,10.5,-576.0700000000002,0,12.5,WARING!!! : Fokus Lunasi Utang & Nabung
1735,2023-07-09,1584,3614.02,4034.21,1434.48,687.02,0.13,0.36,2.4,25.12,-420.19000000000005,0,27.52,WARING!!! : Fokus Lunasi Utang & Nabung
1736,2023-08-08,1791,2779.88,2458.82,909.8,421.24,0.32,0.37,2.47,18.0,321.05999999999995,30,50.47,Perbaiki Dana Darurat dan pelunasan Utang
1737,2023-09-07,1808,4901.9,2474.57,1022.56,139.26,0.14,0.41,2.73,24.75,2427.3299999999995,30,57.48,Perbaiki Dana Darurat dan pelunasan Utang
1738,2023-10-07,1743,5524.03,3049.45,1386.71,336.43,0.16,0.45,3.0,24.0,2474.58,30,57.0,Perbaiki Dana Darurat dan pelunasan Utang
1739,2023-11-06,1013,3254.2,2740.0,886.88,537.53,0.21,0.32,2.13,22.12,514.1999999999998,30,54.25,Perbaiki Dana Darurat dan pelunasan Utang
1740,2019-01-01,1217,3649.63,1594.93,1181.88,669.47,0.11,0.74,4.93,25.88,2054.7,30,60.81,Siap Investasi
1741,2019-01-31,1595,2884.93,2684.8,1642.47,227.65,0.5,0.61,4.07,11.25,200.12999999999965,30,45.32,Perbaiki Dana Darurat dan pelunasan Utang
1742,2019-03-02,1606,4103.22,3408.33,1782.3,543.43,0.44,0.52,3.47,13.5,694.8900000000003,30,46.97,Perbaiki Dana Darurat dan pelunasan Utang
1743,2019-04-01,1634,4768.91,1688.52,803.24,431.18,0.34,0.48,3.2,17.25,3080.39,30,50.45,Perbaiki Dana Darurat dan pelunasan Utang
1744,2019-05-01,1744,3181.97,2445.07,360.85,468.68,0.17,0.15,1.0,23.62,736.8999999999996,30,54.62,Perbaiki Dana Darurat dan pelunasan Utang
1745,2019-05-31,1289,4551.4,3540.8,1074.86,523.47,0.29,0.3,2.0,19.12,1010.5999999999995,30,51.12,Perbaiki Dana Darurat dan pelunasan Utang
1746,2019-06-30,1404,3435.79,1787.69,1792.07,408.05,0.19,1.0,6.67,22.88,1648.1,30,59.55,Perbaiki Dana Darurat dan pelunasan Utang
1747,2019-07-30,1790,4064.85,3149.12,717.83,109.62,0.53,0.23,1.53,10.12,915.73,30,41.65,Perbaiki Dana Darurat dan pelunasan Utang
1748,2019-08-29,1330,3337.68,3131.63,1009.97,347.21,0.22,0.32,2.13,21.75,206.04999999999973,30,53.88,Perbaiki Dana Darurat dan pelunasan Utang
1749,2019-09-28,1000,3374.92,4718.17,1110.1,402.65,0.36,0.24,1.6,16.5,-1343.25,0,18.1,WARING!!! : Fokus Lunasi Utang & Nabung
1750,2019-10-28,1442,5648.53,4100.86,1037.32,325.6,0.27,0.25,1.67,19.88,1547.67,30,51.55,Perbaiki Dana Darurat dan pelunasan Utang
1751,2019-11-27,1556,5018.91,3206.89,1105.21,298.47,0.53,0.34,2.27,10.12,1812.02,30,42.39,Perbaiki Dana Darurat dan pelunasan Utang
1752,2019-12-27,1190,3459.71,3007.72,1775.81,0.0,0.5,0.59,3.93,11.25,451.99000000000024,30,45.18,Perbaiki Dana Darurat dan pelunasan Utang
1753,2020-01-26,1042,6256.88,4736.42,424.52,177.41,0.49,0.09,0.6,11.63,1520.46,30,42.23,Perbaiki Dana Darurat dan pelunasan Utang
1754,2020-02-25,1980,5411.25,2735.63,798.53,224.21,0.3,0.29,1.93,18.75,2675.62,30,50.68,Perbaiki Dana Darurat dan pelunasan Utang
1755,2020-03-26,1798,1818.94,2323.98,1161.2,674.57,0.5,0.5,3.33,11.25,-505.03999999999996,0,14.58,WARING!!! : Fokus Lunasi Utang & Nabung
1756,2020-04-25,1647,5174.97,3141.27,437.83,301.27,0.25,0.14,0.93,20.62,2033.7000000000003,30,51.55,Perbaiki Dana Darurat dan pelunasan Utang
1757,2020-05-25,1811,2473.08,2430.52,227.19,559.53,0.56,0.09,0.6,9.0,42.559999999999945,30,39.6,WARING!!! : Fokus Lunasi Utang & Nabung
1758,2020-06-24,1078,5640.42,3730.16,1088.89,729.6,0.29,0.29,1.93,19.12,1910.2600000000002,30,51.05,Perbaiki Dana Darurat dan pelunasan Utang
1759,2020-07-24,1568,3900.79,2234.91,402.51,783.78,0.13,0.18,1.2,25.12,1665.88,30,56.32,Perbaiki Dana Darurat dan pelunasan Utang
1760,2020-08-23,1772,4044.47,2076.49,1162.56,20.9,0.12,0.56,3.73,25.5,1967.98,30,59.23,Perbaiki Dana Darurat dan pelunasan Utang
1761,2020-09-22,1384,3441.08,2433.06,1276.51,220.58,0.11,0.52,3.47,25.88,1008.02,30,59.35,Perbaiki Dana Darurat dan pelunasan Utang
1762,2020-10-22,1146,3310.43,2611.92,342.59,551.23,0.32,0.13,0.87,18.0,698.5099999999998,30,48.87,Perbaiki Dana Darurat dan pelunasan Utang
1763,2020-11-21,1790,4449.06,3172.93,220.03,488.72,0.22,0.07,0.47,21.75,1276.1300000000006,30,52.22,Perbaiki Dana Darurat dan pelunasan Utang
1764,2020-12-21,1922,4979.17,1483.44,462.23,392.05,0.19,0.31,2.07,22.88,3495.73,30,54.95,Perbaiki Dana Darurat dan pelunasan Utang
1765,2021-01-20,1729,2223.77,1831.22,755.98,238.4,0.45,0.41,2.73,13.12,392.54999999999995,30,45.85,Perbaiki Dana Darurat dan pelunasan Utang
1766,2021-02-19,1748,3784.07,2548.07,866.83,108.83,0.55,0.34,2.27,9.38,1236.0,30,41.65,Perbaiki Dana Darurat dan pelunasan Utang
1767,2021-03-21,1198,4544.68,3178.58,727.37,560.04,0.47,0.23,1.53,12.38,1366.1000000000004,30,43.91,Perbaiki Dana Darurat dan pelunasan Utang
1768,2021-04-20,1519,2597.03,4030.72,1070.81,332.43,0.22,0.27,1.8,21.75,-1433.6899999999996,0,23.55,WARING!!! : Fokus Lunasi Utang & Nabung
1769,2021-05-20,1929,2557.58,3116.78,1223.64,371.61,0.47,0.39,2.6,12.38,-559.2000000000003,0,14.98,WARING!!! : Fokus Lunasi Utang & Nabung
1770,2021-06-19,1128,2943.7,2116.94,322.87,808.93,0.6,0.15,1.0,7.5,826.7599999999998,30,38.5,WARING!!! : Fokus Lunasi Utang & Nabung
1771,2021-07-19,1499,2018.05,3643.42,1418.83,69.41,0.23,0.39,2.6,21.38,-1625.3700000000001,0,23.98,WARING!!! : Fokus Lunasi Utang & Nabung
1772,2021-08-18,1085,1269.43,1948.39,592.81,14.84,0.39,0.3,2.0,15.38,-678.96,0,17.38,WARING!!! : Fokus Lunasi Utang & Nabung
1773,2021-09-17,1623,5850.03,3600.78,557.92,0.0,0.21,0.15,1.0,22.12,2249.2499999999995,30,53.12,Perbaiki Dana Darurat dan pelunasan Utang
1774,2021-10-17,1094,3195.04,1609.11,480.94,245.19,0.55,0.3,2.0,9.38,1585.93,30,41.38,Perbaiki Dana Darurat dan pelunasan Utang
1775,2021-11-16,1898,3535.09,4714.95,1078.83,628.42,0.25,0.23,1.53,20.62,-1179.8599999999997,0,22.15,WARING!!! : Fokus Lunasi Utang & Nabung
1776,2021-12-16,1836,4883.1,2953.04,1218.23,782.52,0.55,0.41,2.73,9.38,1930.0600000000004,30,42.11,Perbaiki Dana Darurat dan pelunasan Utang
1777,2022-01-15,1435,2723.47,4130.9,466.61,378.09,0.52,0.11,0.73,10.5,-1407.4299999999998,0,11.23,WARING!!! : Fokus Lunasi Utang & Nabung
1778,2022-02-14,1153,3857.32,2987.43,982.22,444.38,0.44,0.33,2.2,13.5,869.8900000000003,30,45.7,Perbaiki Dana Darurat dan pelunasan Utang
1779,2022-03-16,1362,1762.91,2523.27,862.23,578.41,0.36,0.34,2.27,16.5,-760.3599999999999,0,18.77,WARING!!! : Fokus Lunasi Utang & Nabung
1780,2022-04-15,1486,4595.14,1833.89,1822.99,209.76,0.38,0.99,6.6,15.75,2761.25,30,52.35,Perbaiki Dana Darurat dan pelunasan Utang
1781,2022-05-15,1194,4139.34,2785.84,98.69,637.71,0.58,0.04,0.27,8.25,1353.5,30,38.52,WARING!!! : Fokus Lunasi Utang & Nabung
1782,2022-06-14,1227,4572.35,2275.15,1677.19,546.92,0.5,0.74,4.93,11.25,2297.2000000000003,30,46.18,Perbaiki Dana Darurat dan pelunasan Utang
1783,2022-07-14,1514,5238.6,3181.18,653.61,232.09,0.53,0.21,1.4,10.12,2057.4200000000005,30,41.52,Perbaiki Dana Darurat dan pelunasan Utang
1784,2022-08-13,1751,3818.35,2061.48,1018.47,426.53,0.22,0.49,3.27,21.75,1756.87,30,55.02,Perbaiki Dana Darurat dan pelunasan Utang
1785,2022-09-12,1732,4353.8,1791.33,1492.63,77.12,0.37,0.83,5.53,16.12,2562.4700000000003,30,51.65,Perbaiki Dana Darurat dan pelunasan Utang
1786,2022-10-12,1036,4033.62,2011.96,1021.55,389.49,0.44,0.51,3.4,13.5,2021.6599999999999,30,46.9,Perbaiki Dana Darurat dan pelunasan Utang
1787,2022-11-11,1353,3698.63,2624.57,1044.17,111.48,0.23,0.4,2.67,21.38,1074.06,30,54.05,Perbaiki Dana Darurat dan pelunasan Utang
1788,2022-12-11,1959,4272.22,3129.66,588.72,297.99,0.52,0.19,1.27,10.5,1142.5600000000004,30,41.77,Perbaiki Dana Darurat dan pelunasan Utang
1789,2023-01-10,1374,5191.39,3030.33,813.43,406.48,0.56,0.27,1.8,9.0,2161.0600000000004,30,40.8,Perbaiki Dana Darurat dan pelunasan Utang
1790,2023-02-09,1349,4223.84,2744.66,774.4,560.43,0.28,0.28,1.87,19.5,1479.1800000000003,30,51.37,Perbaiki Dana Darurat dan pelunasan Utang
1791,2023-03-11,1420,3415.3,4704.47,1271.04,201.78,0.37,0.27,1.8,16.12,-1289.17,0,17.92,WARING!!! : Fokus Lunasi Utang & Nabung
1792,2023-04-10,1465,3085.25,2467.19,739.01,545.61,0.25,0.3,2.0,20.62,618.06,30,52.62,Perbaiki Dana Darurat dan pelunasan Utang
1793,2023-05-10,1541,4573.19,3445.29,1172.33,719.6,0.35,0.34,2.27,16.88,1127.8999999999996,30,49.15,Perbaiki Dana Darurat dan pelunasan Utang
1794,2023-06-09,1746,2675.59,3161.37,134.48,418.89,0.21,0.04,0.27,22.12,-485.77999999999975,0,22.39,WARING!!! : Fokus Lunasi Utang & Nabung
1795,2023-07-09,1654,2206.67,3300.0,1004.94,327.69,0.57,0.3,2.0,8.63,-1093.33,0,10.63,WARING!!! : Fokus Lunasi Utang & Nabung
1796,2023-08-08,1598,4274.77,2949.71,895.15,734.49,0.16,0.3,2.0,24.0,1325.0600000000004,30,56.0,Perbaiki Dana Darurat dan pelunasan Utang
1797,2023-09-07,1575,3072.97,2631.25,1255.95,381.05,0.49,0.48,3.2,11.63,441.7199999999998,30,44.83,Perbaiki Dana Darurat dan pelunasan Utang
1798,2023-10-07,1232,3708.16,2684.72,0.0,547.28,0.49,0.0,0.0,11.63,1023.44,30,41.63,Perbaiki Dana Darurat dan pelunasan Utang
1799,2023-11-06,1827,4226.82,4527.52,512.03,646.02,0.46,0.11,0.73,12.75,-300.7000000000007,0,13.48,WARING!!! : Fokus Lunasi Utang & Nabung
1800,2019-01-01,1332,3100.33,1970.17,535.53,778.53,0.28,0.27,1.8,19.5,1130.1599999999999,30,51.3,Perbaiki Dana Darurat dan pelunasan Utang
1801,2019-01-31,1663,4236.99,2504.12,1472.66,804.66,0.4,0.59,3.93,15.0,1732.87,30,48.93,Perbaiki Dana Darurat dan pelunasan Utang
1802,2019-03-02,1126,2922.2,2701.92,1588.49,199.25,0.25,0.59,3.93,20.62,220.27999999999975,30,54.55,Perbaiki Dana Darurat dan pelunasan Utang
1803,2019-04-01,1435,4263.67,3041.9,1238.69,197.69,0.24,0.41,2.73,21.0,1221.77,30,53.73,Perbaiki Dana Darurat dan pelunasan Utang
1804,2019-05-01,1273,3458.05,3106.15,1014.4,214.2,0.58,0.33,2.2,8.25,351.9000000000001,30,40.45,Perbaiki Dana Darurat dan pelunasan Utang
1805,2019-05-31,1179,5396.13,2530.7,1410.81,369.02,0.14,0.56,3.73,24.75,2865.4300000000003,30,58.48,Perbaiki Dana Darurat dan pelunasan Utang
1806,2019-06-30,1629,4949.43,1950.65,1522.46,250.99,0.39,0.78,5.2,15.38,2998.78,30,50.58,Perbaiki Dana Darurat dan pelunasan Utang
1807,2019-07-30,1638,4403.65,596.25,563.72,237.34,0.25,0.95,6.33,20.62,3807.3999999999996,30,56.95,Perbaiki Dana Darurat dan pelunasan Utang
1808,2019-08-29,1183,3335.29,4431.57,1154.56,153.58,0.24,0.26,1.73,21.0,-1096.2799999999997,0,22.73,WARING!!! : Fokus Lunasi Utang & Nabung
1809,2019-09-28,1072,3396.12,3121.91,437.95,0.0,0.4,0.14,0.93,15.0,274.21000000000004,30,45.93,Perbaiki Dana Darurat dan pelunasan Utang
1810,2019-10-28,1703,4066.63,4792.55,1242.39,652.29,0.11,0.26,1.73,25.88,-725.9200000000001,0,27.61,WARING!!! : Fokus Lunasi Utang & Nabung
1811,2019-11-27,1818,2558.08,2852.04,1451.3,295.35,0.47,0.51,3.4,12.38,-293.96000000000004,0,15.78,WARING!!! : Fokus Lunasi Utang & Nabung
1812,2019-12-27,1659,3762.0,3573.26,1660.75,448.53,0.56,0.46,3.07,9.0,188.73999999999978,30,42.07,Perbaiki Dana Darurat dan pelunasan Utang
1813,2020-01-26,1502,3570.21,3878.51,373.3,244.84,0.52,0.1,0.67,10.5,-308.3000000000002,0,11.17,WARING!!! : Fokus Lunasi Utang & Nabung
1814,2020-02-25,1393,3419.02,4038.07,697.17,0.0,0.13,0.17,1.13,25.12,-619.0500000000002,0,26.25,WARING!!! : Fokus Lunasi Utang & Nabung
1815,2020-03-26,1082,5262.83,1927.35,2563.51,847.02,0.55,1.33,8.87,9.38,3335.48,30,48.25,Perbaiki Dana Darurat dan pelunasan Utang
1816,2020-04-25,1294,3854.89,2443.44,1286.49,202.27,0.17,0.53,3.53,23.62,1411.4499999999998,30,57.15,Perbaiki Dana Darurat dan pelunasan Utang
1817,2020-05-25,1316,4729.02,4744.34,621.91,93.45,0.13,0.13,0.87,25.12,-15.319999999999709,0,25.99,WARING!!! : Fokus Lunasi Utang & Nabung
1818,2020-06-24,1928,3654.53,2193.02,1042.39,468.23,0.3,0.48,3.2,18.75,1461.5100000000002,30,51.95,Perbaiki Dana Darurat dan pelunasan Utang
1819,2020-07-24,1781,4176.06,3504.28,68.29,585.04,0.5,0.02,0.13,11.25,671.7800000000002,30,41.38,Perbaiki Dana Darurat dan pelunasan Utang
1820,2020-08-23,1758,3102.43,3282.15,210.15,464.43,0.19,0.06,0.4,22.88,-179.72000000000025,0,23.28,WARING!!! : Fokus Lunasi Utang & Nabung
1821,2020-09-22,1284,4387.46,2614.0,1459.14,484.51,0.1,0.56,3.73,26.25,1773.46,30,59.98,Perbaiki Dana Darurat dan pelunasan Utang
1822,2020-10-22,1212,4754.98,2735.61,726.0,477.38,0.21,0.27,1.8,22.12,2019.3699999999994,30,53.92,Perbaiki Dana Darurat dan pelunasan Utang
1823,2020-11-21,1862,5579.55,1998.59,1033.69,151.23,0.51,0.52,3.47,10.88,3580.96,30,44.35,Perbaiki Dana Darurat dan pelunasan Utang
1824,2020-12-21,1668,4648.23,2990.2,855.97,332.06,0.27,0.29,1.93,19.88,1658.0299999999997,30,51.81,Perbaiki Dana Darurat dan pelunasan Utang
1825,2021-01-20,1137,2880.75,2088.78,745.66,615.68,0.56,0.36,2.4,9.0,791.9699999999998,30,41.4,Perbaiki Dana Darurat dan pelunasan Utang
1826,2021-02-19,1776,2052.62,3915.82,360.21,0.0,0.39,0.09,0.6,15.38,-1863.2000000000003,0,15.98,WARING!!! : Fokus Lunasi Utang & Nabung
1827,2021-03-21,1114,5496.62,3475.36,1993.44,651.85,0.4,0.57,3.8,15.0,2021.2599999999998,30,48.8,Perbaiki Dana Darurat dan pelunasan Utang
1828,2021-04-20,1151,4443.96,1866.36,1858.57,419.96,0.18,1.0,6.67,23.25,2577.6000000000004,30,59.92,Perbaiki Dana Darurat dan pelunasan Utang
1829,2021-05-20,1627,2435.41,2695.54,1314.19,394.69,0.31,0.49,3.27,18.38,-260.1300000000001,0,21.65,WARING!!! : Fokus Lunasi Utang & Nabung
1830,2021-06-19,1711,3093.8,3327.55,1451.56,83.52,0.33,0.44,2.93,17.62,-233.75,0,20.55,WARING!!! : Fokus Lunasi Utang & Nabung
1831,2021-07-19,1148,4615.7,3231.27,1125.06,148.75,0.11,0.35,2.33,25.88,1384.4299999999998,30,58.21,Perbaiki Dana Darurat dan pelunasan Utang
1832,2021-08-18,1475,3928.51,3113.71,1044.66,323.29,0.58,0.34,2.27,8.25,814.8000000000002,30,40.52,Perbaiki Dana Darurat dan pelunasan Utang
1833,2021-09-17,1845,2112.75,2620.95,830.84,515.71,0.18,0.32,2.13,23.25,-508.1999999999998,0,25.38,WARING!!! : Fokus Lunasi Utang & Nabung
1834,2021-10-17,1172,5219.66,2336.39,1625.65,448.0,0.56,0.7,4.67,9.0,2883.27,30,43.67,Perbaiki Dana Darurat dan pelunasan Utang
1835,2021-11-16,1314,4946.59,3811.21,1078.84,595.05,0.46,0.28,1.87,12.75,1135.38,30,44.62,Perbaiki Dana Darurat dan pelunasan Utang
1836,2021-12-16,1358,2973.34,4225.71,646.8,69.14,0.43,0.15,1.0,13.88,-1252.37,0,14.88,WARING!!! : Fokus Lunasi Utang & Nabung
1837,2022-01-15,1768,1789.65,4311.9,766.87,530.92,0.49,0.18,1.2,11.63,-2522.2499999999995,0,12.83,WARING!!! : Fokus Lunasi Utang & Nabung
1838,2022-02-14,1916,5224.27,2935.97,640.33,353.8,0.19,0.22,1.47,22.88,2288.3000000000006,30,54.35,Perbaiki Dana Darurat dan pelunasan Utang
1839,2022-03-16,1045,5699.57,3825.34,647.94,484.15,0.24,0.17,1.13,21.0,1874.2299999999996,30,52.13,Perbaiki Dana Darurat dan pelunasan Utang
1840,2022-04-15,1589,2503.84,3968.01,880.14,507.23,0.35,0.22,1.47,16.88,-1464.17,0,18.35,WARING!!! : Fokus Lunasi Utang & Nabung
1841,2022-05-15,1538,3535.93,3203.36,1861.44,458.59,0.43,0.58,3.87,13.88,332.5699999999997,30,47.75,Perbaiki Dana Darurat dan pelunasan Utang
1842,2022-06-14,1275,3948.8,3374.23,733.66,196.33,0.27,0.22,1.47,19.88,574.5700000000002,30,51.35,Perbaiki Dana Darurat dan pelunasan Utang
1843,2022-07-14,1938,3410.99,1755.22,621.89,495.09,0.1,0.35,2.33,26.25,1655.7699999999998,30,58.58,Perbaiki Dana Darurat dan pelunasan Utang
1844,2022-08-13,1832,4483.12,4319.03,951.52,429.64,0.13,0.22,1.47,25.12,164.09000000000015,30,56.59,Perbaiki Dana Darurat dan pelunasan Utang
1845,2022-09-12,1795,3890.97,3430.6,163.8,601.84,0.39,0.05,0.33,15.38,460.3699999999999,30,45.71,Perbaiki Dana Darurat dan pelunasan Utang
1846,2022-10-12,1925,3813.72,3462.34,617.73,905.64,0.48,0.18,1.2,12.0,351.37999999999965,30,43.2,Perbaiki Dana Darurat dan pelunasan Utang
1847,2022-11-11,1555,2321.86,4290.89,0.0,289.22,0.33,0.0,0.0,17.62,-1969.0300000000002,0,17.62,WARING!!! : Fokus Lunasi Utang & Nabung
1848,2022-12-11,1877,4203.83,5119.48,467.21,50.09,0.56,0.09,0.6,9.0,-915.6499999999996,0,9.6,WARING!!! : Fokus Lunasi Utang & Nabung
1849,2023-01-10,1740,3719.17,3885.53,1815.34,537.05,0.13,0.47,3.13,25.12,-166.36000000000013,0,28.25,WARING!!! : Fokus Lunasi Utang & Nabung
1850,2023-02-09,1992,5121.67,2289.38,1111.54,257.01,0.55,0.49,3.27,9.38,2832.29,30,42.65,Perbaiki Dana Darurat dan pelunasan Utang
1851,2023-03-11,1314,3214.75,2125.73,1320.38,222.94,0.33,0.62,4.13,17.62,1089.02,30,51.75,Perbaiki Dana Darurat dan pelunasan Utang
1852,2023-04-10,1995,3430.52,3383.66,766.08,363.37,0.35,0.23,1.53,16.88,46.86000000000013,30,48.41,Perbaiki Dana Darurat dan pelunasan Utang
1853,2023-05-10,1377,4689.51,2125.43,998.12,0.0,0.41,0.47,3.13,14.63,2564.0800000000004,30,47.76,Perbaiki Dana Darurat dan pelunasan Utang
1854,2023-06-09,1455,2806.32,4093.23,1935.16,430.75,0.31,0.47,3.13,18.38,-1286.9099999999999,0,21.51,WARING!!! : Fokus Lunasi Utang & Nabung
1855,2023-07-09,1395,4840.18,2825.0,692.75,128.43,0.49,0.25,1.67,11.63,2015.1800000000003,30,43.3,Perbaiki Dana Darurat dan pelunasan Utang
1856,2023-08-08,1271,4240.52,2912.07,1481.37,577.56,0.14,0.51,3.4,24.75,1328.4500000000003,30,58.15,Perbaiki Dana Darurat dan pelunasan Utang
1857,2023-09-07,1488,3016.46,3568.26,396.94,366.49,0.21,0.11,0.73,22.12,-551.8000000000002,0,22.85,WARING!!! : Fokus Lunasi Utang & Nabung
1858,2023-10-07,1153,4012.15,3452.36,2282.94,509.31,0.13,0.66,4.4,25.12,559.79,30,59.52,Perbaiki Dana Darurat dan pelunasan Utang
1859,2023-11-06,1891,2791.51,4801.39,848.97,622.26,0.35,0.18,1.2,16.88,-2009.88,0,18.08,WARING!!! : Fokus Lunasi Utang & Nabung
1860,2019-01-01,1297,4442.01,3199.04,359.89,0.0,0.26,0.11,0.73,20.25,1242.9700000000003,30,50.98,Perbaiki Dana Darurat dan pelunasan Utang
1861,2019-01-31,1427,4349.07,2447.82,2078.38,450.06,0.35,0.85,5.67,16.88,1901.2499999999995,30,52.55,Perbaiki Dana Darurat dan pelunasan Utang
1862,2019-03-02,1979,5034.77,4323.99,1302.15,148.88,0.37,0.3,2.0,16.12,710.7800000000007,30,48.12,Perbaiki Dana Darurat dan pelunasan Utang
1863,2019-04-01,1845,4177.84,1805.84,192.0,434.08,0.45,0.11,0.73,13.12,2372.0,30,43.85,Perbaiki Dana Darurat dan pelunasan Utang
1864,2019-05-01,1865,3712.59,2705.48,652.5,61.53,0.1,0.24,1.6,26.25,1007.1100000000001,30,57.85,Perbaiki Dana Darurat dan pelunasan Utang
1865,2019-05-31,1750,3947.15,3338.3,518.93,670.2,0.14,0.16,1.07,24.75,608.8499999999999,30,55.82,Perbaiki Dana Darurat dan pelunasan Utang
1866,2019-06-30,1261,5115.83,3869.5,768.76,316.45,0.36,0.2,1.33,16.5,1246.33,30,47.83,Perbaiki Dana Darurat dan pelunasan Utang
1867,2019-07-30,1451,3114.69,2511.13,1060.49,683.31,0.11,0.42,2.8,25.88,603.56,30,58.68,Perbaiki Dana Darurat dan pelunasan Utang
1868,2019-08-29,1212,3982.15,1987.45,1228.02,158.99,0.56,0.62,4.13,9.0,1994.7,30,43.13,Perbaiki Dana Darurat dan pelunasan Utang
1869,2019-09-28,1035,4483.58,3970.71,747.42,209.18,0.18,0.19,1.27,23.25,512.8699999999999,30,54.52,Perbaiki Dana Darurat dan pelunasan Utang
1870,2019-10-28,1805,4635.73,2587.17,618.92,328.38,0.17,0.24,1.6,23.62,2048.5599999999995,30,55.22,Perbaiki Dana Darurat dan pelunasan Utang
1871,2019-11-27,1016,4328.95,3001.03,2485.71,484.59,0.46,0.83,5.53,12.75,1327.9199999999996,30,48.28,Perbaiki Dana Darurat dan pelunasan Utang
1872,2019-12-27,1343,4441.11,2796.79,0.0,474.6,0.36,0.0,0.0,16.5,1644.3199999999997,30,46.5,Perbaiki Dana Darurat dan pelunasan Utang
1873,2020-01-26,1873,5737.31,2864.03,335.67,128.57,0.47,0.12,0.8,12.38,2873.28,30,43.18,Perbaiki Dana Darurat dan pelunasan Utang
1874,2020-02-25,1908,3664.79,2656.52,969.33,606.79,0.39,0.36,2.4,15.38,1008.27,30,47.78,Perbaiki Dana Darurat dan pelunasan Utang
1875,2020-03-26,1371,4529.79,3188.92,1416.14,178.38,0.23,0.44,2.93,21.38,1340.87,30,54.31,Perbaiki Dana Darurat dan pelunasan Utang
1876,2020-04-25,1701,4457.4,3435.29,1365.4,253.5,0.5,0.4,2.67,11.25,1022.1099999999997,30,43.92,Perbaiki Dana Darurat dan pelunasan Utang
1877,2020-05-25,1164,4351.16,2656.02,22.54,559.34,0.6,0.01,0.07,7.5,1695.1399999999999,30,37.57,WARING!!! : Fokus Lunasi Utang & Nabung
1878,2020-06-24,1482,6901.39,2022.47,1146.31,241.2,0.44,0.57,3.8,13.5,4878.92,30,47.3,Perbaiki Dana Darurat dan pelunasan Utang
1879,2020-07-24,1351,2512.08,2048.98,1438.22,428.27,0.54,0.7,4.67,9.75,463.0999999999999,30,44.42,Perbaiki Dana Darurat dan pelunasan Utang
1880,2020-08-23,1628,3609.0,3712.21,1152.52,660.45,0.44,0.31,2.07,13.5,-103.21000000000004,0,15.57,WARING!!! : Fokus Lunasi Utang & Nabung
