date,user_id,monthly_income,monthly_expense_total,emergency_fund,investment_amount,debt_to_income_ratio,age,Rasio Dana Darurat,score_emergency,cluster_investor,status_kesiapan_invest,ticker_saham,jumlah_lot,average_price
2023-09-07,1741,76845522.6,53991115.02,6435399.6,9854445.96,0.18,23,0.12,0.8,0,Siap Investasi (Agresif),BBNI.JK,24,1684
2023-10-07,1149,96996433.14,55492999.56,20390184.36,11204971.020000001,0.52,24,0.37,2.47,1,Belum Siap Investasi,AKRA.JK,34,3950
2023-11-06,1097,66789205.74,42216361.2,23206064.94,9291654.36,0.47,26,0.55,3.67,1,Belum Siap Investasi,MEDC.JK,27,3550
2019-01-01,1577,81660362.04,48848737.86,28457854.38,5251090.32,0.57,18,0.58,3.87,1,Belum Siap Investasi,PGAS.JK,41,4792
2019-01-31,1566,61606803.96,77591833.19999999,18094623.84,4799808.36,0.26,23,0.23,1.53,2,Siap Investasi (Konservatif),CPIN.JK,1,2471
2019-03-02,1859,57071088.18,37513730.52,24550997.040000003,14065839.971999988,0.14,24,0.65,4.33,0,Siap Investasi (Agresif),PTBA.JK,8,3941
2019-04-01,1490,63222120.72,47629123.02,25157833.200000003,10597785.3,0.26,20,0.53,3.53,0,Siap Investasi (Agresif),JSMR.JK,23,2599
2019-05-01,1497,112271855.58,55059719.94,24287254.02,2385047.8800000004,0.44,25,0.44,2.93,1,Belum Siap Investasi,PTBA.JK,38,3305
2019-05-31,1823,73055418.30000001,68738352.3,21163236.299999997,10638334.26,0.21,22,0.31,2.07,0,Siap Investasi (Agresif),EXCL.JK,6,3891
2019-06-30,1862,79017338.88,29425261.68,9397920.600000001,4103834.4000000004,0.35,26,0.32,2.13,2,Siap Investasi (Konservatif),ITMG.JK,22,3168
2019-07-30,1836,103070562.48,51705866.52,7038041.04,8754904.98,0.52,22,0.14,0.93,1,Belum Siap Investasi,PTBA.JK,25,1809
2019-08-29,1645,82298309.04,61031952.54,11745390.78,6196650.12,0.28,26,0.19,1.27,2,Siap Investasi (Konservatif),ASII.JK,18,1977
2019-09-28,1378,88845393.06,38576218.14,24884652.06,3931676.0999999996,0.47,27,0.65,4.33,1,Belum Siap Investasi,MDKA.JK,17,3101
2019-10-28,1380,111562947.9,36637558.38,13724075.16,13594388.399999999,0.27,21,0.37,2.47,0,Siap Investasi (Agresif),PTPP.JK,12,4066
2019-11-27,1992,92515947.83999999,41878861.02,20211034.86,8102101.68,0.52,26,0.48,3.2,1,Belum Siap Investasi,MTEL.JK,6,2354
2019-12-27,1453,95208258.96,67685652.36,21948697.62,6912898.56,0.5,22,0.32,2.13,1,Belum Siap Investasi,EMTK.JK,26,1783
2020-01-26,1220,51725267.099999994,35657741.7,16513039.62,3032782.56,0.38,27,0.46,3.07,2,Siap Investasi (Konservatif),MIKA.JK,27,1240
2020-02-25,1957,84902705.82,60532256.52,14885138.7,9609928.74,0.41,26,0.25,1.67,1,Belum Siap Investasi,MEDC.JK,8,2778
2020-03-26,1593,96115017.6,34327141.56,13516086.96,4819558.5,0.51,20,0.39,2.6,1,Belum Siap Investasi,KLBF.JK,19,2553
2020-04-25,1914,76847445.18,49945657.14,19546521.299999997,1910170.62,0.51,21,0.39,2.6,1,Belum Siap Investasi,ANTM.JK,42,1482
2020-05-25,1493,83973575.33999999,63394104.24,20035905.299999997,10136890.44,0.57,26,0.32,2.13,1,Belum Siap Investasi,SMGR.JK,1,2012
2020-06-24,1266,95429180.88,47769121.8,10839855.600000001,80398.79999999999,0.2,27,0.23,1.53,2,Siap Investasi (Konservatif),HRUM.JK,29,1186
2020-07-24,1374,61461911.34,57352658.76,16019460.899999999,1505729.7000000002,0.22,28,0.28,1.87,2,Siap Investasi (Konservatif),ITMG.JK,45,2881
2020-08-23,1029,108189693.9,47845325.88,26951425.56,8749137.24,0.26,23,0.56,3.73,0,Siap Investasi (Agresif),TPIA.JK,49,3703
2020-09-22,1501,77285968.19999999,42962497.02,11412260.100000001,3404015.28,0.57,19,0.27,1.8,1,Belum Siap Investasi,TKIM.JK,35,3309
2020-10-22,1053,70713890.64,65038434.48,19904295.959999997,5770012.14,0.19,24,0.31,2.07,2,Siap Investasi (Konservatif),TPIA.JK,40,1952
2020-11-21,1611,72117723.6,59067600.12,14605490.7,10527523.74,0.22,19,0.25,1.67,0,Siap Investasi (Agresif),PGAS.JK,14,2387
2020-12-21,1499,74833455.24,68682772.26,21016246.32,2992408.3800000004,0.56,28,0.31,2.07,1,Belum Siap Investasi,ANTM.JK,35,1490
2021-01-20,1607,87266430.54,51635080.62,22678928.459999997,8866065.06,0.47,19,0.44,2.93,1,Belum Siap Investasi,KLBF.JK,48,1430
2021-02-19,1953,69935070.96000001,78228731.52,51560.100000000006,6217274.16,0.32,28,0.0,0.0,2,Siap Investasi (Konservatif),TLKM.JK,45,1238
2021-03-21,1663,77552332.92,62944570.080000006,33844224.42,7997408.46,0.28,18,0.54,3.6,0,Siap Investasi (Agresif),ISAT.JK,20,3351
2021-04-20,1581,55091355.12,52647581.16,7018990.02,3500144.28,0.49,28,0.13,0.87,1,Belum Siap Investasi,SRTG.JK,49,3345
2021-05-20,1210,95040120.6,66824860.86,8571560.76,3845160.0,0.57,28,0.13,0.87,1,Belum Siap Investasi,EXCL.JK,13,1075
2021-06-19,1862,64309252.32,46624138.02,19107299.16,5636305.44,0.4,29,0.41,2.73,1,Belum Siap Investasi,ESSA.JK,38,4771
2021-07-19,1728,81078868.98,38626205.22,8093362.68,7355616.300000001,0.36,28,0.21,1.4,1,Belum Siap Investasi,ANTM.JK,49,2356
2021-08-18,1340,55101492.36,47042561.34,22925892.6,2624321.7,0.13,20,0.49,3.27,2,Siap Investasi (Konservatif),ANTM.JK,46,2923
2021-09-17,1704,85212590.76,38096621.82,25844893.38,4112223.84,0.25,23,0.68,4.53,2,Siap Investasi (Konservatif),TINS.JK,49,4046
2021-10-17,1599,87559012.26,58795642.44,13940278.020000001,4618561.5,0.19,25,0.24,1.6,2,Siap Investasi (Konservatif),PTMP.JK,8,2781
2021-11-16,1075,48572760.24,72061619.22,12606007.5,5712859.08,0.25,26,0.17,1.13,2,Siap Investasi (Konservatif),AMMN.JK,43,3689
2021-12-16,1904,60130437.3,84988697.58,28137832.200000003,7421508.36,0.37,24,0.33,2.2,1,Belum Siap Investasi,INDY.JK,20,4545
2022-01-15,1549,64839360.06,72520766.28,13782451.68,14065839.971999988,0.31,21,0.19,1.27,0,Siap Investasi (Agresif),BBRI.JK,33,1826
2022-02-14,1358,71972481.42,57912479.099999994,21938385.6,8624868.66,0.29,23,0.38,2.53,0,Siap Investasi (Agresif),WIKA.JK,26,4994
2022-03-16,1986,81672247.08,20659520.34,10866422.16,0.0,0.57,22,0.53,3.53,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2022-04-15,1216,68168919.06,59977504.8,24733467.36,6651777.239999999,0.39,25,0.41,2.73,1,Belum Siap Investasi,WIKA.JK,39,3330
2022-05-15,1737,60238626.12,55390054.14,24758460.9,2352713.58,0.32,18,0.45,3.0,2,Siap Investasi (Konservatif),INDY.JK,21,1590
2022-06-14,1023,56875684.14,60616850.04,22426546.14,11862842.94,0.27,18,0.37,2.47,0,Siap Investasi (Agresif),INKP.JK,49,3119
2022-07-14,1382,51911932.14,63411407.46,19499330.700000003,6640591.32,0.28,30,0.31,2.07,2,Siap Investasi (Konservatif),GOTO.JK,42,4334
2022-08-13,1540,63729681.84,38058519.78,7113021.66,6117300.0,0.16,28,0.19,1.27,2,Siap Investasi (Konservatif),TINS.JK,43,3750
2022-09-12,1542,89325688.5,43269935.04,26651677.86,7041012.300000001,0.46,23,0.62,4.13,1,Belum Siap Investasi,BBCA.JK,41,2902
2022-10-12,1175,77694953.4,60446614.32,28509414.48,7055344.260000001,0.32,27,0.47,3.13,0,Siap Investasi (Agresif),TINS.JK,9,2910
2022-11-11,1187,56808568.62,43700942.52,12281441.04,9516596.22,0.43,29,0.28,1.87,1,Belum Siap Investasi,AKRA.JK,24,1574
2022-12-11,1378,91158606.36,59148698.04,25987164.299999997,9048011.04,0.21,19,0.44,2.93,0,Siap Investasi (Agresif),SIDO.JK,37,4047
2023-01-10,1932,52378769.52,61039293.3,26642938.86,1386529.74,0.43,22,0.44,2.93,2,Siap Investasi (Konservatif),INKP.JK,49,1891
2023-02-09,1048,75451477.32,42027598.8,7851641.94,6042843.72,0.3,18,0.19,1.27,2,Siap Investasi (Konservatif),MDKA.JK,41,3059
2023-03-11,1087,76675112.1,55520440.02,25707516.299999997,10951190.46,0.31,24,0.46,3.07,0,Siap Investasi (Agresif),KLBF.JK,17,1140
2023-04-10,1657,63128788.2,42938202.599999994,1029279.42,8223923.34,0.34,18,0.02,0.13,0,Siap Investasi (Agresif),JSMR.JK,24,2789
2023-05-10,1817,65959874.64,59721801.66,11542296.42,9649603.8,0.53,21,0.19,1.27,1,Belum Siap Investasi,GOTO.JK,21,4626
2023-06-09,1738,100352733.48,41857712.64,23377873.68,12145811.76,0.54,26,0.56,3.73,1,Belum Siap Investasi,INKP.JK,39,1016
2023-07-09,1885,76902675.66000001,53566923.96,23382243.18,8961844.5,0.35,18,0.44,2.93,0,Siap Investasi (Agresif),ANTM.JK,41,2086
2023-08-08,1961,59814260.28,60496426.62,18479139.84,8409889.26,0.18,21,0.31,2.07,0,Siap Investasi (Agresif),ADRO.JK,39,1252
2023-09-07,1729,88376807.88,68568815.7,6861163.68,10371794.76,0.21,23,0.1,0.67,0,Siap Investasi (Agresif),ERAA.JK,13,1464
2023-10-07,1703,91295633.88,53306501.76,11526216.66,0.0,0.16,23,0.22,1.47,2,Siap Investasi (Konservatif),Belum Ada Portfolio,0,0
2023-11-06,1321,79307998.02,54186519.06,16473364.56,3751827.48,0.17,29,0.3,2.0,2,Siap Investasi (Konservatif),INCO.JK,11,1375
2019-01-01,1228,86299023.24,62268695.82,36035091.72,6545685.78,0.47,30,0.58,3.87,1,Belum Siap Investasi,BBRI.JK,46,2827
2019-01-31,1966,63742615.56,65407395.06,31729386.42,4164133.5,0.3,25,0.49,3.27,2,Siap Investasi (Konservatif),AMMN.JK,19,4028
2019-03-02,1087,92043342.72,34112511.72,12594472.020000001,4254844.32,0.3,18,0.37,2.47,2,Siap Investasi (Konservatif),BRIS.JK,11,1519
2019-04-01,1543,62388594.900000006,38107807.74,23634800.28,11205320.58,0.29,24,0.62,4.13,0,Siap Investasi (Agresif),ANTM.JK,13,2860
2019-05-01,1728,70758109.98,82993059.54,21885776.82,13316138.64,0.46,18,0.26,1.73,1,Belum Siap Investasi,TBIG.JK,46,1089
2019-05-31,1235,81613346.22,67177916.46000001,23486761.62,4859932.68,0.18,30,0.35,2.33,2,Siap Investasi (Konservatif),PTPP.JK,45,1719
2019-06-30,1215,62802648.72,47524779.36,29939464.44,7140636.9,0.11,24,0.63,4.2,0,Siap Investasi (Agresif),INDY.JK,1,3851
2019-07-30,1034,74629486.98,41956987.68,7015319.64,3832925.4000000004,0.39,20,0.17,1.13,2,Siap Investasi (Konservatif),TKIM.JK,40,3843
2019-08-29,1423,58526131.68,42627793.32,23298698.34,12448880.28,0.24,28,0.55,3.67,0,Siap Investasi (Agresif),MAPI.JK,44,1629
2019-09-28,1272,58440664.26,70625976.3,4553718.12,7925224.32,0.19,25,0.06,0.4,0,Siap Investasi (Agresif),SIDO.JK,19,2884
2019-10-28,1178,73903276.08,43033457.7,15883307.28,4707174.96,0.25,20,0.37,2.47,2,Siap Investasi (Konservatif),WIKA.JK,12,4246
2019-11-27,1187,74791508.04,48040729.919999994,14937572.7,1151101.08,0.57,30,0.31,2.07,1,Belum Siap Investasi,TLKM.JK,8,1075
2019-12-27,1464,69120596.16,63174056.22,13945870.979999999,9848503.44,0.15,18,0.22,1.47,0,Siap Investasi (Agresif),ADRO.JK,8,4684
2020-01-26,1402,42634959.3,78462587.16000001,20292482.34,4312696.5,0.5,30,0.26,1.73,1,Belum Siap Investasi,BRIS.JK,45,1925
2020-02-25,1936,67335568.02,34972079.76,37327415.04,9486534.06,0.16,30,1.07,5.07,0,Siap Investasi (Agresif),BBRI.JK,12,4734
2020-03-26,1540,84881382.66000001,80882765.82,12749851.44,13492316.88,0.55,25,0.16,1.07,1,Belum Siap Investasi,ASII.JK,48,3447
2020-04-25,1371,56260982.88,74854079.28,20604464.64,5699750.58,0.5,20,0.28,1.87,1,Belum Siap Investasi,HRUM.JK,33,2805
2020-05-25,1095,56851214.94,55049233.14,32906529.72,1853716.68,0.36,19,0.6,4.0,2,Siap Investasi (Konservatif),SIDO.JK,45,1969
2020-06-24,1248,52331054.580000006,47790444.96,17664490.259999998,8756128.44,0.18,18,0.37,2.47,0,Siap Investasi (Agresif),PGAS.JK,26,2094
2020-07-24,1483,60862241.16,49512727.080000006,24482483.28,7538960.52,0.52,20,0.49,3.27,1,Belum Siap Investasi,MTEL.JK,39,3028
2020-08-23,1588,60456052.44,30828220.74,19508768.82,5748164.64,0.57,19,0.63,4.2,1,Belum Siap Investasi,AMRT.JK,28,4251
2020-09-22,1256,56538883.080000006,51078231.54,9222091.92,1617064.5599999998,0.38,19,0.18,1.2,2,Siap Investasi (Konservatif),ANTM.JK,5,4195
2020-10-22,1848,82640003.94,70030850.4,30797634.24,9322590.42,0.3,23,0.44,2.93,0,Siap Investasi (Agresif),HRUM.JK,8,2404
2020-11-21,1353,77333508.36,79545873.6,27931591.799999997,8849286.18,0.42,29,0.35,2.33,1,Belum Siap Investasi,TBIG.JK,25,4364
2020-12-21,1254,66701815.74,29588156.64,23636548.08,5321177.1,0.25,18,0.8,5.07,2,Siap Investasi (Konservatif),AMMN.JK,27,3844
2021-01-20,1759,49307884.919999994,60874825.32,18252450.18,3063194.28,0.32,19,0.3,2.0,2,Siap Investasi (Konservatif),EMTK.JK,46,1194
2021-02-19,1276,60820293.96,59841001.62,21991343.94,12158395.92,0.4,23,0.37,2.47,0,Siap Investasi (Agresif),ERAA.JK,23,4982
2021-03-21,1261,82243428.12,66716322.48,15889249.8,6690753.18,0.32,20,0.24,1.6,2,Siap Investasi (Konservatif),ISAT.JK,30,1227
2021-04-20,1907,60898245.84,58613521.68,18428104.08,1536316.2000000002,0.4,21,0.31,2.07,2,Siap Investasi (Konservatif),ERAA.JK,45,4502
2021-05-20,1100,43826259.78,58836191.400000006,36460331.46,187014.59999999998,0.54,18,0.62,4.13,1,Belum Siap Investasi,PTPP.JK,47,2459
2021-06-19,1969,70131873.24,40278225.78,16043405.76,1436167.26,0.22,25,0.4,2.67,2,Siap Investasi (Konservatif),BBTN.JK,23,4858
2021-07-19,1013,60572106.36,56822376.24,16792338.06,12647255.58,0.12,30,0.3,2.0,0,Siap Investasi (Agresif),PTBA.JK,49,1460
2021-08-18,1622,67919508.0,49535972.82,12393649.8,5884493.04,0.25,24,0.25,1.67,2,Siap Investasi (Konservatif),ACES.JK,47,1617
2021-09-17,1762,76913861.58,52350105.599999994,17574828.12,10072396.62,0.19,24,0.34,2.27,0,Siap Investasi (Agresif),HRUM.JK,20,4092
2021-10-17,1337,72969601.32,47518312.5,32943757.86,5680350.0,0.11,20,0.69,4.6,2,Siap Investasi (Konservatif),BMRI.JK,18,1063
2021-11-16,1278,72871724.52,73867096.62,24446303.82,4589023.68,0.26,27,0.33,2.2,2,Siap Investasi (Konservatif),MAPI.JK,18,3212
2021-12-16,1819,73829344.14,75312876.78,5550663.239999999,7840805.58,0.1,27,0.07,0.47,0,Siap Investasi (Agresif),KLBF.JK,2,3074
2022-01-15,1372,51304746.419999994,58129905.419999994,14308364.7,6483638.88,0.12,20,0.25,1.67,2,Siap Investasi (Konservatif),WIKA.JK,4,4382
2022-02-14,1585,72246886.02,65586195.0,0.0,6051058.38,0.47,19,0.0,0.0,1,Belum Siap Investasi,BBRI.JK,30,4059
2022-03-16,1734,89225364.78,52295923.8,9226111.86,751728.7799999999,0.15,29,0.18,1.2,2,Siap Investasi (Konservatif),JSMR.JK,33,1284
2022-04-15,1069,65202203.34,83298050.64,11554880.58,10330197.12,0.18,18,0.14,0.93,0,Siap Investasi (Agresif),BFIN.JK,36,2683
2022-05-15,1210,73734613.38,50329124.46,9225237.96,9085938.3,0.31,24,0.18,1.2,0,Siap Investasi (Agresif),MNCN.JK,18,3328
2022-06-14,1798,80002923.30000001,50120437.14,28005174.18,9535822.020000001,0.46,24,0.56,3.73,1,Belum Siap Investasi,AKRA.JK,37,1837
2022-07-14,1977,94766415.12,48238406.099999994,17339049.9,7495090.739999999,0.5,29,0.36,2.4,1,Belum Siap Investasi,ISAT.JK,19,1830
2022-08-13,1978,59693312.52,53083832.04,7902153.36,0.0,0.57,19,0.15,1.0,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2022-09-12,1467,102771164.33999999,64591347.24,15318243.54,12763659.06,0.54,24,0.24,1.6,1,Belum Siap Investasi,ANTM.JK,47,2187
2022-10-12,1563,86930678.16000001,63838220.22,36405450.54,7817210.28,0.12,30,0.57,3.8,0,Siap Investasi (Agresif),SCMA.JK,28,4969
2022-11-11,1287,81607753.26,40487612.22,38526580.62,2931934.5,0.21,25,0.95,5.07,2,Siap Investasi (Konservatif),TKIM.JK,40,3965
2022-12-11,1446,84156744.78,34556802.480000004,23437298.88,4480834.86,0.57,18,0.68,4.53,1,Belum Siap Investasi,BBNI.JK,20,1223
2023-01-10,1228,43453803.599999994,25884743.22,12100368.96,5925915.9,0.53,26,0.47,3.13,1,Belum Siap Investasi,AMRT.JK,49,1783
2023-02-09,1768,46136676.599999994,19519255.62,5432337.18,11736302.22,0.18,24,0.28,1.87,0,Siap Investasi (Agresif),GGRM.JK,33,4217
2023-03-11,1113,75323014.02,53092745.82,22937952.42,14065839.971999988,0.12,20,0.43,2.87,0,Siap Investasi (Agresif),BBNI.JK,12,4012
2023-04-10,1898,67509823.67999999,36840303.18,25021679.58,3287611.8,0.29,25,0.68,4.53,2,Siap Investasi (Konservatif),MTEL.JK,15,1949
2023-05-10,1580,61959684.78,52325461.62,17273856.96,6805234.08,0.31,24,0.33,2.2,2,Siap Investasi (Konservatif),ADRO.JK,41,4939
2023-06-09,1956,86714300.52,78767753.04,24477065.1,8138106.36,0.28,28,0.31,2.07,0,Siap Investasi (Agresif),BFIN.JK,39,4101
2023-07-09,1963,79280557.56,56605998.599999994,20405215.44,0.0,0.57,30,0.36,2.4,1,Belum Siap Investasi,Belum Ada Portfolio,0,0
2023-08-08,1018,95386359.78,48787390.080000006,28989360.36,9926804.88,0.39,25,0.59,3.93,0,Siap Investasi (Agresif),MDKA.JK,2,1044
2023-09-07,1976,88941172.5,55966303.8,15531999.479999999,4029378.1199999996,0.38,23,0.28,1.87,2,Siap Investasi (Konservatif),ADRO.JK,29,2810
2023-10-07,1137,64470049.919999994,41833418.22,32462413.74,3363641.0999999996,0.52,26,0.78,5.07,1,Belum Siap Investasi,ERAA.JK,41,1470
2023-11-06,1970,82281879.72,63528859.62,11246918.22,7142384.699999999,0.12,22,0.18,1.2,2,Siap Investasi (Konservatif),ACES.JK,10,3081
2019-01-01,1123,84589674.83999999,41206132.8,26990226.72,6049485.36,0.36,20,0.66,4.4,1,Belum Siap Investasi,KLBF.JK,2,3700
2019-01-31,1378,86224741.74,37104570.54,19764297.18,14065839.971999988,0.48,20,0.53,3.53,1,Belum Siap Investasi,BBCA.JK,11,4498
2019-03-02,1735,48511062.900000006,45195136.74,16373565.18,1736089.74,0.17,18,0.36,2.4,2,Siap Investasi (Konservatif),BUKA.JK,13,1829
2019-04-01,1459,77879695.86,42892585.02,26697470.22,14065839.971999988,0.36,29,0.62,4.13,0,Siap Investasi (Agresif),BBCA.JK,10,2909
2019-05-01,1473,50057865.900000006,54482072.04,9394075.44,6483638.88,0.18,25,0.17,1.13,2,Siap Investasi (Konservatif),BBRI.JK,14,3268
2019-05-31,1966,64235145.599999994,68204923.74,12571051.5,4106980.44,0.15,19,0.18,1.2,2,Siap Investasi (Konservatif),BRIS.JK,18,2891
2019-06-30,1058,55526382.54,59186800.080000006,20943363.06,6064866.0,0.42,20,0.35,2.33,1,Belum Siap Investasi,GOTO.JK,9,3581
2019-07-30,1557,68808788.64,45592062.12,21426629.76,4922853.48,0.2,25,0.47,3.13,2,Siap Investasi (Konservatif),MAPI.JK,39,1691
2019-08-29,1629,51180477.84,25050867.84,34822468.08,4268826.72,0.48,25,1.39,5.07,1,Belum Siap Investasi,TINS.JK,28,2390
2019-09-28,1876,61445482.02,46682864.099999994,5815280.16,9289906.56,0.51,28,0.12,0.8,1,Belum Siap Investasi,JPFA.JK,3,1931
2019-10-28,1601,68093588.88,43416750.24,9009559.44,14065839.971999988,0.19,21,0.21,1.4,0,Siap Investasi (Agresif),INDY.JK,20,1840
2019-11-27,1784,46650529.8,51350888.34,9903209.58,4662606.06,0.35,21,0.19,1.27,2,Siap Investasi (Konservatif),INKP.JK,6,4814
2019-12-27,1001,93399810.30000001,71347992.48,2951509.86,626061.96,0.27,22,0.04,0.27,2,Siap Investasi (Konservatif),PTPP.JK,27,4058
2020-01-26,1861,81547454.16000001,64213647.66,15598066.32,6239296.44,0.41,23,0.24,1.6,1,Belum Siap Investasi,AMRT.JK,2,2938
2020-02-25,1680,63847658.34,44429425.56,15554196.54,2933332.74,0.22,22,0.35,2.33,2,Siap Investasi (Konservatif),WIKA.JK,29,2573
2020-03-26,1517,68099356.62,36226301.04,28096933.68,5802521.22,0.57,24,0.78,5.07,1,Belum Siap Investasi,UNTR.JK,38,3629
2020-04-25,1179,81426506.4,61951644.900000006,25695631.26,8089867.08,0.15,19,0.41,2.73,0,Siap Investasi (Agresif),MTEL.JK,3,4187
2020-05-25,1602,74375182.08,44335743.48,26625460.86,8894029.86,0.12,24,0.6,4.0,0,Siap Investasi (Agresif),SCMA.JK,16,3286
2020-06-24,1406,62766469.26,59548944.24,27939107.34,9095376.42,0.19,27,0.47,3.13,0,Siap Investasi (Agresif),BMRI.JK,30,4406
2020-07-24,1702,75021693.30000001,60496776.18,23055229.799999997,1834141.32,0.12,24,0.38,2.53,2,Siap Investasi (Konservatif),SRTG.JK,40,3488
2020-08-23,1530,57454555.5,51232562.28,30968044.74,8271813.06,0.27,18,0.6,4.0,0,Siap Investasi (Agresif),TKIM.JK,2,1147
2020-09-22,1836,73390471.56,58299616.8,22828015.799999997,12744782.82,0.52,24,0.39,2.6,1,Belum Siap Investasi,BBRI.JK,17,2032
2020-10-22,1960,46195577.46,61043837.580000006,15830698.5,8219553.84,0.38,22,0.26,1.73,1,Belum Siap Investasi,BBCA.JK,41,2311
2020-11-21,1880,82762349.94,53973462.24,13423104.0,4845076.38,0.51,20,0.25,1.67,1,Belum Siap Investasi,ITMG.JK,12,1387
2020-12-21,1683,51006571.74,49896019.62,14074509.06,12453948.899999999,0.57,30,0.28,1.87,1,Belum Siap Investasi,BBTN.JK,35,4121
2021-01-20,1810,70397364.06,49868579.16,9725982.66,7081386.48,0.57,20,0.2,1.33,1,Belum Siap Investasi,JPFA.JK,43,2873
2021-02-19,1181,38450026.98,65536907.04,2785993.2,12203139.600000001,0.38,21,0.04,0.27,0,Siap Investasi (Agresif),JPFA.JK,1,4588
2021-03-21,1526,45301402.98,71363722.67999999,20956821.12,1987423.38,0.17,30,0.29,1.93,2,Siap Investasi (Konservatif),ACES.JK,45,1915
2021-04-20,1372,59903398.080000006,44734416.66,17448986.52,5522174.1,0.57,29,0.39,2.6,1,Belum Siap Investasi,MDKA.JK,15,2878
2021-05-20,1999,78857764.74,56518958.16,20908931.4,5609913.66,0.17,19,0.37,2.47,2,Siap Investasi (Konservatif),EXCL.JK,26,3685
2021-06-19,1973,70946173.26,53867021.22,25634458.26,8147369.699999999,0.54,19,0.48,3.2,1,Belum Siap Investasi,UNTR.JK,37,4658
2021-07-19,1229,119344503.06,45929037.96,23545138.14,6126738.12,0.47,18,0.51,3.4,1,Belum Siap Investasi,INDF.JK,21,4748
2021-08-18,1032,49550304.78,55678441.14,21260239.200000003,4212372.78,0.49,22,0.38,2.53,1,Belum Siap Investasi,ASII.JK,49,1277
2021-09-17,1134,60895274.580000006,51732258.3,20331807.84,3775073.22,0.15,21,0.39,2.6,2,Siap Investasi (Konservatif),BBRI.JK,31,2977
2021-10-17,1421,82961599.14,34860919.68,29584486.26,7166679.12,0.2,28,0.85,5.07,0,Siap Investasi (Agresif),MEDC.JK,25,2859
2021-11-16,1649,74075434.38,34447564.980000004,29439593.64,5232913.199999999,0.16,27,0.85,5.07,2,Siap Investasi (Konservatif),KLBF.JK,23,4036
2021-12-16,1249,82561702.5,47254569.48,19587594.6,6144216.12,0.12,19,0.41,2.73,2,Siap Investasi (Konservatif),BMRI.JK,24,4371
2022-01-15,1909,73639533.06,48888238.14,15045936.3,1839035.16,0.44,20,0.31,2.07,1,Belum Siap Investasi,UNTR.JK,38,2825
2022-02-14,1297,101526206.4,51412935.24,23083893.72,14065839.971999988,0.25,24,0.45,3.0,0,Siap Investasi (Agresif),INDY.JK,28,3636
2022-03-16,1362,35844581.52,61426955.34,20179224.9,13514339.16,0.57,24,0.33,2.2,1,Belum Siap Investasi,JPFA.JK,21,2833
2022-04-15,1426,35282139.480000004,53443704.06,19105027.02,8155584.36,0.22,29,0.36,2.4,0,Siap Investasi (Agresif),ESSA.JK,43,3696
2022-05-15,1554,83470034.16000001,37594304.099999994,15508928.520000001,14065839.971999988,0.49,21,0.41,2.73,1,Belum Siap Investasi,KLBF.JK,18,1617
2022-06-14,1944,41186732.22,52421241.06,17297627.04,9859165.020000001,0.52,22,0.33,2.2,1,Belum Siap Investasi,AMRT.JK,36,2630
2022-07-14,1284,49527059.04,57148515.72,26731027.98,3520768.32,0.43,22,0.47,3.13,1,Belum Siap Investasi,EMTK.JK,35,3182
2022-08-13,1350,99362954.33999999,31555480.32,14559873.12,6603363.18,0.55,23,0.46,3.07,1,Belum Siap Investasi,TPIA.JK,45,1579
2022-09-12,1726,88408093.5,28838700.0,24384431.700000003,8145796.68,0.15,26,0.85,5.07,0,Siap Investasi (Agresif),BMRI.JK,9,2170
2022-10-12,1733,80381147.22,80146242.9,15001367.399999999,8804018.16,0.25,19,0.19,1.27,0,Siap Investasi (Agresif),HRUM.JK,38,1489
2022-11-11,1014,97303521.6,63895897.62,28465020.36,5552585.82,0.23,22,0.45,3.0,2,Siap Investasi (Konservatif),WIKA.JK,30,3525
2022-12-11,1912,57969457.38,53658333.900000006,24332871.6,11040852.600000001,0.57,29,0.45,3.0,1,Belum Siap Investasi,AMMN.JK,44,2182
2023-01-10,1572,59502627.54,54379825.74,37445741.099999994,11694355.020000001,0.33,20,0.69,4.6,0,Siap Investasi (Agresif),HMSP.JK,34,1383
2023-02-09,1388,104159267.1,50369673.419999994,20881490.94,2217084.3,0.45,21,0.41,2.73,1,Belum Siap Investasi,PGAS.JK,32,1162
2023-03-11,1353,106198425.36,67805551.44,22287071.700000003,5259130.199999999,0.22,27,0.33,2.2,2,Siap Investasi (Konservatif),MIKA.JK,3,3488
2023-04-10,1678,67982778.36,47647125.36,22504323.24,14065839.971999988,0.57,23,0.47,3.13,1,Belum Siap Investasi,HMSP.JK,3,2876
2023-05-10,1098,63840317.580000006,64870995.24,8242974.36,6910451.64,0.47,29,0.13,0.87,1,Belum Siap Investasi,CPIN.JK,28,2212
2023-06-09,1860,75598467.30000001,61375570.02,13059386.82,14065839.971999988,0.18,25,0.21,1.4,0,Siap Investasi (Agresif),MDKA.JK,44,3462
2023-07-09,1015,86406687.72,47238489.72,16126775.82,9012181.14,0.36,18,0.34,2.27,0,Siap Investasi (Agresif),ASII.JK,15,2362
2023-08-08,1532,68445770.58,33654238.56,21417016.86,7481982.239999999,0.34,27,0.64,4.27,0,Siap Investasi (Agresif),MBMA.JK,41,2630
